tmnode_id,embarcadero_cong,pacheights_cong,stanford_cong
139,3912.38891602,4500.0,1696.17199707
140,2765.94799805,4500.0,4500.0
141,3647.90795898,4500.0,1621.31298828
142,3366.11108398,4500.0,1149.89404297
143,3363.01489258,4500.0,1146.79797363
144,1949.18603516,4500.0,1126.64697266
145,3244.09399414,4500.0,1027.87695312
146,3384.46801758,4500.0,1168.25097656
147,3355.11499023,4500.0,1138.89794922
148,3249.00097656,4500.0,1833.45996094
149,441.407989502,296.467987061,4500.0
150,862.818969727,4500.0,4500.0
151,1692.76794434,4500.0,4500.0
152,4500.0,4500.0,4500.0
153,4500.0,4500.0,4500.0
154,4500.0,4500.0,4500.0
155,523.861022949,4500.0,4500.0
156,3835.56689453,4500.0,4500.0
157,3571.28808594,4500.0,1412.46105957
158,3529.75,4500.0,2165.34301758
159,2325.11108398,4500.0,4500.0
160,2247.01806641,4500.0,592.883972168
161,2609.02392578,4500.0,4500.0
162,2608.44604492,4500.0,505.986999512
163,985.17401123,4500.0,4500.0
164,4500.0,4500.0,4500.0
165,3546.59301758,4500.0,1361.94799805
166,3649.05810547,4500.0,1490.23095703
167,1681.2010498,4500.0,1242.52404785
168,3684.19604492,4500.0,1525.36901855
169,3664.91503906,4500.0,1506.0880127
170,3658.37304688,4500.0,1499.54602051
171,3655.81811523,4500.0,1496.9909668
172,4500.0,4500.0,4500.0
173,3621.08789062,4500.0,1462.26098633
174,3617.01611328,4500.0,1458.18896484
175,3609.01391602,4500.0,1450.18701172
176,4500.0,4500.0,2929.22290039
177,2025.80004883,4500.0,4500.0
178,3395.23388672,4500.0,1179.01696777
179,1501.73901367,4500.0,1438.09997559
180,1495.47595215,4500.0,1428.23303223
181,1468.3470459,4500.0,1449.18798828
182,1500.45495605,4500.0,1439.3840332
183,1508.53100586,4500.0,1409.00402832
184,1508.20397949,4500.0,1402.25500488
185,793.195983887,4500.0,4500.0
186,3043.24902344,4500.0,827.031982422
187,1489.32800293,4500.0,1450.51098633
188,3060.26391602,4500.0,1644.72302246
189,4181.22705078,4500.0,4500.0
190,661.439025879,4500.0,4500.0
191,3449.97998047,4500.0,2785.95898438
192,1031.74401855,4500.0,4500.0
193,2202.46191406,4500.0,367.381011963
194,1729.31604004,4500.0,1303.71398926
195,3280.43798828,4500.0,1037.23596191
196,1744.02697754,4500.0,1289.00305176
197,2182.6340332,4500.0,391.544006348
198,2191.96191406,4500.0,400.872009277
199,4500.0,4500.0,4500.0
200,3531.81494141,4500.0,1372.98803711
201,3267.26904297,4500.0,1026.78198242
202,2388.66308594,4500.0,4500.0
203,2597.65893555,4500.0,525.560974121
204,1194.45300293,4500.0,4500.0
205,3749.64990234,4500.0,1533.4329834
206,779.374023438,717.695007324,4500.0
207,212.326004028,4500.0,4500.0
208,3422.68896484,4500.0,2007.14794922
209,3410.69604492,4500.0,1995.1550293
210,706.638000488,4500.0,4500.0
211,3422.55200195,4500.0,2007.01098633
212,1772.7590332,4500.0,1220.1340332
213,3856.01806641,4500.0,1639.80102539
214,1144.1619873,4500.0,4500.0
215,4500.0,4500.0,4500.0
216,1290.25695801,4500.0,4500.0
217,329.899993896,4500.0,4500.0
218,1099.72497559,4500.0,4500.0
219,3507.71191406,4500.0,1348.88500977
220,815.489990234,4500.0,4500.0
221,1708.85998535,4500.0,1257.09997559
222,4500.0,4500.0,3197.15405273
223,3264.85205078,4500.0,1048.63500977
224,1694.73999023,4500.0,1367.46704102
225,1700.00097656,4500.0,1362.20605469
226,1670.24499512,4500.0,1372.90002441
227,1692.76196289,4500.0,1369.44494629
228,4500.0,4500.0,4500.0
229,2612.60693359,4500.0,1898.24304199
230,2615.99389648,4500.0,1894.85595703
231,3078.48608398,4500.0,1947.03100586
232,3079.9050293,4500.0,1948.44995117
233,3356.43896484,4500.0,1140.2220459
234,3361.45288086,4500.0,1145.23596191
235,3076.14990234,4500.0,1849.47302246
236,3081.90307617,4500.0,1855.22595215
237,3697.62792969,4500.0,1481.41101074
238,4401.28222656,4500.0,2185.06494141
239,3104.97900391,4500.0,1972.26000977
240,3907.5090332,4500.0,1723.98400879
241,3058.22290039,4500.0,1831.54602051
242,3064.14599609,4500.0,1837.46899414
243,4500.0,4500.0,3665.58105469
244,628.828979492,4500.0,4500.0
245,2883.9699707,4500.0,1660.02600098
246,3273.03295898,4500.0,1114.20605469
247,3216.43798828,4500.0,1057.61096191
248,3384.67089844,4500.0,3153.2980957
249,1502.31396484,4500.0,4500.0
250,3502.80493164,4500.0,4500.0
251,1485.45397949,4500.0,4500.0
252,2268.00390625,4500.0,4500.0
253,3482.05395508,4500.0,4500.0
254,1567.0489502,4500.0,4500.0
255,3028.46411133,4500.0,764.28302002
256,3638.45605469,4500.0,1911.98498535
257,1556.2869873,4500.0,4500.0
258,4500.0,4500.0,4500.0
259,4500.0,4500.0,4500.0
260,4500.0,4500.0,4500.0
261,955.317016602,4500.0,4500.0
262,644.630981445,4500.0,4500.0
263,2977.93188477,4500.0,673.29901123
264,1417.17602539,1105.94995117,4500.0
265,4155.75292969,4500.0,4500.0
266,3536.78295898,4500.0,1320.56604004
267,4500.0,4500.0,4500.0
268,971.434997559,4500.0,4500.0
269,518.205993652,206.979995728,4500.0
270,3504.15600586,4500.0,1885.4510498
271,651.731994629,176.276992798,4500.0
272,4500.0,4500.0,4500.0
273,4500.0,4500.0,4500.0
274,4398.61083984,4500.0,4500.0
275,3906.66503906,4500.0,1690.44799805
276,4500.0,4500.0,4500.0
277,1628.43701172,4500.0,4500.0
278,4009.73510742,4500.0,1793.51794434
279,4500.0,4500.0,4500.0
280,2077.5859375,4500.0,4500.0
281,4500.0,4500.0,4500.0
282,4500.0,4500.0,4500.0
283,4500.0,4500.0,4500.0
284,3415.88793945,4500.0,2160.97192383
285,1911.53405762,4500.0,4500.0
286,3916.64306641,4500.0,1733.11804199
287,2918.46606445,4500.0,1863.52600098
288,1564.10498047,4500.0,4500.0
289,1877.00195312,4500.0,1648.6920166
290,4500.0,4500.0,4500.0
291,3866.76293945,4500.0,1683.23803711
292,3634.86499023,4500.0,1476.03796387
293,1432.31103516,4500.0,4500.0
294,3488.79492188,4500.0,1765.93103027
295,3462.92602539,4500.0,1246.70898438
296,3374.2199707,4500.0,4500.0
297,3885.50708008,4500.0,4500.0
298,816.229980469,4500.0,4500.0
299,855.150024414,4500.0,4500.0
300,2181.94702148,4500.0,4500.0
301,3990.44604492,4500.0,1774.22900391
302,3701.27587891,4500.0,1485.05895996
303,2673.14111328,4500.0,1940.08398438
304,2223.73193359,4500.0,846.348022461
305,3640.93505859,4500.0,1482.10803223
306,3024.41796875,4500.0,4500.0
307,3358.77099609,4500.0,2037.77404785
308,2270.49194336,4500.0,4500.0
309,4500.0,4500.0,4500.0
310,3422.09790039,4500.0,1205.88098145
311,91.111000061,4500.0,4500.0
312,4330.09423828,4500.0,4500.0
313,4329.18408203,4500.0,4500.0
314,528.929016113,4500.0,4500.0
315,4131.27685547,4500.0,1947.75195312
316,4500.0,4500.0,4500.0
317,2950.12402344,4500.0,667.25402832
318,2950.48608398,4500.0,669.177001953
319,4500.0,4500.0,4500.0
320,4500.0,4500.0,4500.0
321,4500.0,4500.0,4500.0
322,4500.0,4500.0,4500.0
323,4500.0,4500.0,4500.0
324,3515.89599609,4500.0,1327.21594238
325,3058.35693359,4500.0,775.486999512
326,3054.74291992,4500.0,771.87298584
327,833.692016602,4500.0,4500.0
328,4500.0,4500.0,4500.0
329,2891.84399414,4500.0,657.476989746
330,3068.96289062,4500.0,786.093017578
331,3068.02709961,4500.0,785.156982422
332,3089.19091797,4500.0,806.320983887
333,3072.07299805,4500.0,789.20300293
334,3068.07592773,4500.0,785.205993652
335,3069.2590332,4500.0,786.388977051
336,3069.2980957,4500.0,786.427978516
337,3068.29199219,4500.0,785.42199707
338,873.794006348,621.520996094,4500.0
339,4500.0,4500.0,4500.0
340,2500.77099609,4500.0,551.963012695
341,3881.04711914,4500.0,1714.125
342,2573.22509766,4500.0,4500.0
343,2174.20605469,4500.0,790.66998291
344,4500.0,4500.0,4500.0
345,975.611022949,4500.0,4500.0
346,910.690979004,4500.0,4500.0
347,3782.87695312,4500.0,1624.05004883
348,3822.76611328,4500.0,1663.93896484
349,1321.5300293,4500.0,4500.0
350,1151.31494141,4500.0,4500.0
351,1147.26196289,4500.0,4500.0
352,961.512023926,4500.0,4500.0
353,1152.86901855,4500.0,4500.0
354,3180.93701172,4500.0,964.719970703
355,3466.9519043,4500.0,1308.125
356,4500.0,4500.0,4500.0
357,3954.46704102,4500.0,1770.9420166
358,1389.97595215,4500.0,4500.0
359,3475.90209961,4500.0,2062.28710938
360,951.864013672,4500.0,4500.0
361,3463.13110352,4500.0,2017.72497559
362,3473.44995117,4500.0,2059.83496094
363,3445.19799805,4500.0,2031.58300781
364,3494.17602539,4500.0,2078.63500977
365,3493.29296875,4500.0,1277.0760498
366,959.456970215,4500.0,4500.0
367,2252.625,4500.0,4500.0
368,3432.15600586,4500.0,1988.68395996
369,3593.16796875,4500.0,1434.34094238
370,4500.0,4500.0,4500.0
371,4500.0,4500.0,4500.0
372,4500.0,4500.0,4500.0
373,4500.0,4500.0,4500.0
374,3024.15307617,4500.0,1498.62695312
375,2718.49707031,4500.0,334.721008301
376,3735.85693359,4500.0,1557.09301758
377,3749.05908203,4500.0,1545.69494629
378,3723.05493164,4500.0,1564.22802734
379,3461.38208008,4500.0,1245.16503906
380,4500.0,4500.0,4500.0
381,2326.5690918,4500.0,4500.0
382,2321.97705078,4500.0,4500.0
383,1609.37902832,4500.0,4500.0
384,4500.0,4500.0,4500.0
385,3527.25805664,4500.0,1311.04101562
386,3648.76708984,4500.0,4500.0
387,1941.9720459,4500.0,4500.0
388,1982.09399414,4500.0,4500.0
389,3855.98999023,4500.0,1672.46496582
390,4500.0,4500.0,4500.0
391,3873.26904297,4500.0,1657.05200195
392,4500.0,4500.0,3250.10693359
393,3137.12988281,4500.0,1611.60400391
394,3704.96899414,4500.0,1488.75195312
395,733.111022949,4500.0,4500.0
396,2170.84594727,4500.0,4500.0
397,2197.06494141,4500.0,4500.0
398,2173.99707031,4500.0,4500.0
399,4500.0,4500.0,4500.0
400,3591.5559082,4500.0,1375.33898926
401,972.617980957,4500.0,4500.0
402,3446.24609375,4500.0,1230.02905273
403,3836.27197266,4500.0,1652.74694824
404,3906.10791016,4500.0,1689.89099121
405,4500.0,4500.0,4500.0
406,1698.80297852,4500.0,4500.0
407,4500.0,4500.0,4500.0
408,3019.77099609,4500.0,4500.0
409,4500.0,4500.0,2543.98095703
410,3005.37304688,4500.0,789.156005859
411,4500.0,4500.0,4500.0
412,580.593017578,4500.0,4500.0
413,1633.30200195,4500.0,4500.0
414,4500.0,4500.0,4500.0
415,3769.43188477,4500.0,1553.21496582
416,3449.4140625,4500.0,1843.42102051
417,3334.32910156,4500.0,2080.87402344
418,3868.10498047,4500.0,1651.88793945
419,4272.7421875,4500.0,2089.21704102
420,3327.68701172,4500.0,1912.14599609
421,4500.0,4500.0,4500.0
422,4029.66894531,4500.0,1846.14404297
423,490.260986328,4500.0,4500.0
424,491.917999268,4500.0,4500.0
425,479.489013672,4500.0,4500.0
426,167.917007446,4500.0,4500.0
427,161.632995605,4500.0,4500.0
428,192.774002075,4500.0,4500.0
429,4081.71289062,4500.0,1865.49597168
430,3639.51611328,4500.0,1480.68896484
431,2152.45605469,4500.0,793.642028809
432,2094.20800781,4500.0,864.486022949
433,1051.85998535,4500.0,4500.0
434,1055.33703613,4500.0,4500.0
435,1078.80297852,4500.0,4500.0
436,1086.62597656,4500.0,4500.0
437,1096.75402832,4500.0,4500.0
438,1100.95703125,4500.0,4500.0
439,131.729995728,4500.0,4500.0
440,2988.86010742,4500.0,772.643005371
441,4500.0,4500.0,4500.0
442,1094.0880127,4500.0,4500.0
443,1728.94995117,4500.0,4500.0
444,1972.68005371,4500.0,4500.0
445,1302.00402832,4500.0,4500.0
446,1237.63305664,4500.0,4500.0
447,1914.40698242,4500.0,4500.0
448,1918.37902832,4500.0,4500.0
449,913.146972656,4500.0,4500.0
450,3868.4909668,4500.0,1652.27404785
451,3244.67602539,4500.0,1085.84899902
452,754.981994629,4500.0,4500.0
453,1911.37597656,4500.0,4500.0
454,3754.78295898,4500.0,1595.95605469
455,3436.10400391,4500.0,1219.88696289
456,3378.82299805,4500.0,1162.60595703
457,3321.90893555,4500.0,1105.6920166
458,402.835998535,258.936004639,4500.0
459,3465.26708984,4500.0,1249.05004883
460,3364.06591797,3052.84008789,4500.0
461,2968.8269043,4500.0,689.219970703
462,3550.23388672,4500.0,2136.61889648
463,3619.19506836,4500.0,2152.20288086
464,1319.68701172,4500.0,4500.0
465,4500.0,4500.0,4500.0
466,3946.51489258,4500.0,1730.29797363
467,904.692993164,705.494995117,4500.0
468,4500.0,4500.0,3800.81005859
469,2780.18896484,4500.0,619.37701416
470,3600.67407227,4500.0,2129.67602539
471,3600.45996094,4500.0,2128.88598633
472,2620.3059082,4500.0,4500.0
473,2618.53588867,4500.0,4500.0
474,3599.56396484,4500.0,2128.56591797
475,3601.51293945,4500.0,2185.97192383
476,1248.7010498,4500.0,4500.0
477,3522.22094727,4500.0,1363.39404297
478,3005.67797852,4500.0,729.585998535
479,3373.40698242,4500.0,1157.18994141
480,3605.27709961,4500.0,4500.0
481,3368.13208008,4500.0,1209.30505371
482,880.427978516,4500.0,4500.0
483,1873.89904785,4500.0,4500.0
484,3843.62988281,4500.0,1627.41296387
485,3366.83007812,4500.0,1208.00305176
486,3365.30493164,4500.0,1206.47802734
487,3244.17089844,4500.0,1004.91101074
488,1796.83898926,4500.0,1224.50402832
489,1039.68005371,4500.0,4500.0
490,3274.50488281,4500.0,1049.39404297
491,3639.21289062,4500.0,1422.99597168
492,213.865005493,4500.0,4500.0
493,2547.73608398,4500.0,4500.0
494,2546.17895508,4500.0,4500.0
495,3152.77905273,4500.0,1627.25305176
496,724.755004883,472.481994629,4500.0
497,734.791015625,482.518005371,4500.0
498,785.833984375,533.560974121,4500.0
499,3412.83203125,4500.0,1196.61499023
500,710.242980957,457.970001221,4500.0
501,3356.63891602,4500.0,2273.57006836
502,3457.08300781,4500.0,1954.76599121
503,3715.11694336,4500.0,1498.90002441
504,3751.34594727,4500.0,1535.12902832
505,2261.56201172,4500.0,312.07699585
506,4500.0,4500.0,4500.0
507,1914.35400391,4500.0,4500.0
508,4500.0,4500.0,4500.0
509,4500.0,4500.0,4500.0
510,3897.58691406,4500.0,1714.06201172
511,2599.64990234,4500.0,4500.0
512,2462.76611328,4500.0,4500.0
513,3210.51293945,4500.0,994.296020508
514,2176.01391602,4500.0,4500.0
515,2518.80004883,4500.0,4500.0
516,3076.33398438,4500.0,4500.0
517,4500.0,4500.0,4500.0
518,4500.0,4500.0,4500.0
519,973.630004883,4500.0,4500.0
520,3503.10205078,4500.0,1286.88500977
521,1348.87194824,1037.64599609,4500.0
522,1352.83496094,1041.60900879,4500.0
523,3641.75292969,4500.0,1425.53601074
524,2007.54699707,4500.0,4500.0
525,1187.9630127,876.736999512,4500.0
526,3361.49902344,4500.0,2053.9440918
527,3360.58300781,4500.0,2035.96203613
528,1448.63098145,4500.0,4500.0
529,4500.0,4500.0,4500.0
530,1207.57800293,4500.0,4500.0
531,1196.23706055,4500.0,4500.0
532,4500.0,4500.0,4500.0
533,4500.0,4500.0,4500.0
534,4500.0,4500.0,4500.0
535,4500.0,4500.0,4500.0
536,40.4510002136,4500.0,4500.0
537,4500.0,4500.0,4500.0
538,1099.80004883,4500.0,4500.0
539,2261.73803711,4500.0,4500.0
540,4500.0,4500.0,4500.0
541,1594.58203125,4500.0,4500.0
542,4500.0,4500.0,4500.0
543,2801.04589844,4500.0,358.480010986
544,4500.0,4500.0,4500.0
545,1845.59399414,4500.0,721.486999512
546,3753.70410156,4500.0,1741.69604492
547,925.922973633,4500.0,4500.0
548,1882.20703125,4500.0,4500.0
549,1882.97802734,4500.0,4500.0
550,960.328979492,4500.0,4500.0
551,4108.04296875,4500.0,1891.8260498
552,4027.23608398,4500.0,4500.0
553,1221.54101562,4500.0,4500.0
554,1224.63500977,4500.0,4500.0
555,1196.98303223,4500.0,4500.0
556,1368.44299316,4500.0,4500.0
557,4319.328125,4500.0,4500.0
558,2958.21508789,4500.0,4500.0
559,2960.2109375,4500.0,4500.0
560,613.932006836,464.454986572,4500.0
561,2955.90087891,4500.0,4500.0
562,1220.44799805,4500.0,4500.0
563,4500.0,4500.0,2291.19091797
564,3184.70410156,4500.0,933.830993652
565,4500.0,4500.0,4500.0
566,2737.73388672,4500.0,1845.6829834
567,1577.43505859,4500.0,4500.0
568,3136.02001953,4500.0,4500.0
569,2378.45898438,4500.0,4500.0
570,3171.29492188,4500.0,4500.0
571,3577.65698242,4500.0,1361.43994141
572,2725.33496094,4500.0,1858.08203125
573,3763.94995117,4500.0,1547.73303223
574,4500.0,4500.0,2470.48095703
575,4500.0,4500.0,2470.43408203
576,3826.76391602,4500.0,1610.54699707
577,3832.47192383,4500.0,1616.25500488
578,309.787994385,4500.0,4500.0
579,1746.40405273,4500.0,783.57800293
580,3384.99291992,4500.0,1168.77600098
581,3781.98706055,4500.0,1775.21801758
582,4500.0,4500.0,4500.0
583,4500.0,4500.0,2893.39111328
584,4500.0,4500.0,4500.0
585,1751.60205078,4500.0,4500.0
586,1549.46594238,4500.0,1389.3470459
587,3445.39208984,4500.0,1229.17504883
588,3425.05004883,4500.0,1208.83300781
589,3453.42211914,4500.0,1237.20495605
590,3629.41699219,4500.0,1413.19995117
591,3391.68188477,4500.0,1976.14099121
592,2215.56396484,4500.0,880.492980957
593,2119.02807617,4500.0,4500.0
594,2435.84912109,4500.0,162.039001465
595,3272.48901367,4500.0,4500.0
596,2004.1529541,4500.0,969.090026855
597,955.744995117,4500.0,4500.0
598,955.450012207,4500.0,4500.0
599,955.148010254,4500.0,4500.0
600,968.689025879,4500.0,4500.0
601,1706.87097168,1395.64501953,4500.0
602,2952.87988281,4500.0,1427.35400391
603,962.146972656,4500.0,4500.0
604,950.085021973,4500.0,4500.0
605,977.869995117,4500.0,4500.0
606,2686.27294922,4500.0,243.707000732
607,4500.0,4500.0,4500.0
608,3631.74707031,4500.0,1415.5300293
609,3944.05102539,4500.0,1727.83398438
610,291.273986816,4500.0,4500.0
611,3997.44506836,4500.0,1781.22802734
612,4026.5769043,4500.0,1810.35998535
613,4005.20703125,4500.0,1788.98999023
614,1004.08599854,4500.0,4500.0
615,4173.56689453,4500.0,1990.04199219
616,4021.32104492,4500.0,1837.79602051
617,2143.36108398,4500.0,836.203979492
618,3322.74291992,4500.0,1907.20202637
619,2902.54711914,4500.0,1377.02099609
620,4228.54199219,4500.0,2045.01696777
621,1699.1159668,4500.0,4500.0
622,1798.0279541,4500.0,4500.0
623,3082.51293945,4500.0,4500.0
624,3225.7890625,4500.0,4500.0
625,3208.73608398,4500.0,992.518981934
626,4500.0,4500.0,4500.0
627,3211.58496094,4500.0,995.367980957
628,4115.33789062,4500.0,1931.81298828
629,2595.83007812,4500.0,379.613006592
630,1980.40795898,4500.0,1474.20703125
631,1979.6619873,4500.0,1474.95300293
632,3139.90405273,4500.0,4500.0
633,1984.41394043,4500.0,1470.68701172
634,517.728027344,4500.0,4500.0
635,1166.57104492,4500.0,4500.0
636,515.25402832,4500.0,4500.0
637,516.460998535,4500.0,4500.0
638,3672.53100586,4500.0,1595.5
639,4498.20605469,4500.0,4500.0
640,539.336975098,4500.0,4500.0
641,524.508972168,4500.0,4500.0
642,554.132995605,4500.0,4500.0
643,851.929016113,4500.0,4500.0
644,1008.78997803,4500.0,4500.0
645,3163.53198242,4500.0,933.836975098
646,2177.32202148,4500.0,523.187988281
647,166.580001831,4500.0,4500.0
648,3885.96411133,4500.0,1669.74694824
649,2236.5,4500.0,582.366027832
650,3476.74902344,4500.0,1260.53198242
651,1175.87597656,4500.0,4500.0
652,4500.0,4500.0,4500.0
653,1101.77294922,4500.0,4500.0
654,4500.0,4500.0,4500.0
655,4500.0,4500.0,2990.48803711
656,3507.45410156,4500.0,4500.0
657,3534.60107422,4500.0,4500.0
658,2053.63208008,4500.0,4500.0
659,2055.2590332,4500.0,4500.0
660,4500.0,4500.0,4500.0
661,3300.43701172,4500.0,1084.2199707
662,3190.59399414,4500.0,978.12701416
663,3065.80200195,4500.0,906.974975586
664,3452.24707031,4500.0,1293.42004395
665,3189.65405273,4500.0,977.187011719
666,2828.29003906,4500.0,1302.76403809
667,4500.0,4500.0,4500.0
668,2486.20996094,4500.0,45.7220001221
669,4500.0,4500.0,4500.0
670,4500.0,4500.0,4500.0
671,4500.0,4500.0,4500.0
672,3748.24511719,4500.0,1532.0279541
673,3804.27709961,4500.0,1645.44995117
674,1082.82702637,4500.0,4500.0
675,3856.87890625,4500.0,1640.6619873
676,2997.61108398,4500.0,781.393981934
677,1779.37304688,4500.0,4500.0
678,3505.63696289,4500.0,1289.42004395
679,328.063995361,4500.0,4500.0
680,4170.28515625,4500.0,1954.06799316
681,382.192993164,4500.0,4500.0
682,785.671020508,709.390991211,4500.0
683,3527.02807617,4500.0,1368.2010498
684,375.70401001,4500.0,4500.0
685,555.593017578,4500.0,4500.0
686,385.986999512,4500.0,4500.0
687,2667.875,4500.0,1918.27099609
688,4500.0,4500.0,4500.0
689,2018.23596191,4500.0,4500.0
690,3466.61206055,4500.0,1268.05200195
691,3337.9309082,4500.0,1922.39001465
692,4500.0,4500.0,4500.0
693,1412.27600098,4500.0,4500.0
694,3429.02099609,4500.0,4500.0
695,1302.58496094,991.359008789,4500.0
696,3730.76806641,4500.0,1514.55102539
697,3064.58300781,4500.0,848.366027832
698,3269.34912109,4500.0,4500.0
699,3798.25390625,4500.0,1639.42700195
700,4500.0,4500.0,4500.0
701,1199.9239502,4500.0,4500.0
702,359.690002441,4500.0,4500.0
703,3197.65698242,4500.0,4500.0
704,3571.91992188,4500.0,1355.70300293
705,3572.20605469,4500.0,1355.98901367
706,3572.19995117,4500.0,1355.98303223
707,1522.00805664,4500.0,4500.0
708,3557.52905273,4500.0,1341.31201172
709,3251.94091797,4500.0,1035.72399902
710,3571.18310547,4500.0,1354.96594238
711,3570.74902344,4500.0,1354.53198242
712,3570.41210938,4500.0,1354.19494629
713,938.366027832,757.307983398,4500.0
