tmnode_id,embarcadero_cong,pacheights_cong,stanford_cong
14718,3445.62597656,4500.0,1286.7989502
14719,3088.38989258,4500.0,832.697021484
14720,3024.59106445,4500.0,768.898010254
14721,3066.73095703,4500.0,811.038024902
14722,3650.9699707,4500.0,2183.33911133
14723,1286.22802734,4500.0,4500.0
14724,1289.03295898,4500.0,4500.0
14725,3443.04907227,4500.0,1284.2220459
14726,441.462005615,4500.0,4500.0
14727,3007.4440918,4500.0,751.750976562
14728,3018.29589844,4500.0,762.603027344
14729,1073.99597168,4500.0,4500.0
14730,2905.6809082,4500.0,2760.17407227
14731,3745.89208984,4500.0,1587.06494141
14732,4500.0,4500.0,4500.0
14733,3796.4609375,4500.0,1580.24401855
14734,2138.89599609,4500.0,4500.0
14735,4500.0,4500.0,4500.0
14736,2536.08300781,4500.0,504.321014404
14737,3588.40698242,4500.0,1861.93603516
14738,2515.43701172,4500.0,4500.0
14739,4500.0,4500.0,4500.0
14740,2927.02001953,4500.0,4500.0
14741,4500.0,4500.0,4500.0
14742,2589.31005859,4500.0,4500.0
14743,2588.68188477,4500.0,4500.0
14744,3407.25,4500.0,1248.42297363
14745,4500.0,4500.0,4500.0
14746,3489.85400391,4500.0,1273.63696289
14747,4500.0,4500.0,4500.0
14748,357.519012451,4500.0,4500.0
14749,3277.01000977,4500.0,4500.0
14750,1415.78601074,1104.56005859,4500.0
14751,1724.8659668,1413.64001465,4500.0
14752,1272.06799316,4500.0,4500.0
14753,2440.17211914,4500.0,2146.06591797
14754,2465.27709961,4500.0,2171.17089844
14755,2188.66210938,4500.0,4500.0
14756,1634.25195312,4500.0,1610.02905273
14757,3263.88500977,4500.0,1047.66796875
14758,3177.83203125,4500.0,961.614990234
14759,4500.0,4500.0,3563.34008789
14760,3236.61889648,4500.0,1020.40197754
14761,4500.0,4500.0,3174.33105469
14762,3232.25610352,4500.0,1016.03900146
14763,3463.9699707,4500.0,2018.56396484
14764,3579.91308594,4500.0,1408.40795898
14765,3752.40600586,4500.0,4500.0
14766,2922.36889648,4500.0,626.739990234
14767,3701.44995117,4500.0,1542.62304688
14768,3417.01196289,4500.0,1218.45202637
14769,3893.67602539,4500.0,1677.45898438
14770,3365.38208008,4500.0,1166.82202148
14771,1318.63793945,1007.4119873,4500.0
14772,3597.73291016,4500.0,1438.90600586
14773,3478.94897461,4500.0,2009.9630127
14774,3605.32910156,4500.0,1446.50195312
14775,3601.2199707,4500.0,1442.39294434
14776,2426.74291992,4500.0,113.117996216
14777,3389.21508789,4500.0,1172.99804688
14778,3385.65991211,4500.0,1169.44299316
14779,3262.85791016,4500.0,1022.37097168
14780,3389.09912109,4500.0,1172.88195801
14781,3373.73706055,4500.0,1157.52001953
14782,3418.71606445,4500.0,1202.49902344
14783,3961.98388672,4500.0,1745.76696777
14784,3400.94897461,4500.0,1184.73205566
14785,4500.0,4500.0,2356.65087891
14786,2576.27905273,4500.0,4500.0
14787,4500.0,4500.0,4500.0
14788,3705.78588867,4500.0,4500.0
14789,2911.80297852,4500.0,597.765014648
14790,4500.0,4500.0,2345.91796875
14791,4500.0,4500.0,2379.98095703
14792,904.507995605,866.672973633,4500.0
14793,1456.84997559,4500.0,4500.0
14794,4187.1328125,4500.0,4500.0
14795,4500.0,4500.0,4500.0
14796,4500.0,4500.0,2378.13208008
14797,2521.25708008,4500.0,4500.0
14798,1921.86499023,4500.0,4500.0
14799,3594.49291992,4500.0,1435.66601562
14800,4500.0,4500.0,4500.0
14801,3827.98388672,4500.0,4500.0
14802,3987.09204102,4500.0,4500.0
14803,3260.72802734,4500.0,1845.18701172
14804,4500.0,4500.0,4500.0
14805,3655.375,4500.0,4500.0
14806,4500.0,4500.0,4500.0
14807,1636.52404785,4500.0,1607.75695801
14808,4500.0,4500.0,4500.0
14809,1312.2989502,4500.0,4500.0
14810,1016.30297852,4500.0,4500.0
14811,4072.84912109,4500.0,4500.0
14812,3407.55688477,4500.0,1191.33996582
14813,3494.62207031,4500.0,1278.4050293
14814,2501.03100586,4500.0,538.406005859
14815,2992.1640625,4500.0,725.54901123
14816,2992.06103516,4500.0,725.445983887
14817,2257.70092773,4500.0,4500.0
14818,2992.82202148,4500.0,724.854003906
14819,2983.70288086,4500.0,715.530029297
14820,2241.41088867,4500.0,4500.0
14821,4500.0,4500.0,4500.0
14822,4500.0,4500.0,4500.0
14823,200.895004272,4500.0,4500.0
14824,4069.85400391,4500.0,1853.63696289
14825,4500.0,4500.0,4500.0
14826,3459.19897461,4500.0,1300.37194824
14827,3290.16210938,4500.0,1073.94494629
14828,762.278991699,680.054016113,4500.0
14829,2190.63110352,4500.0,4500.0
14830,3003.54589844,4500.0,720.676025391
14831,4500.0,4500.0,2751.43896484
14832,3271.64404297,4500.0,1055.42700195
14833,1192.82104492,881.594970703,4500.0
14834,3452.73706055,4500.0,1236.52001953
14835,4500.0,4500.0,4500.0
14836,1698.09094238,4500.0,1248.57800293
14837,1664.31396484,4500.0,1493.66296387
14838,2381.11694336,4500.0,4500.0
14839,3387.27294922,4500.0,1971.73205566
14840,3451.89111328,4500.0,2025.01501465
14841,4500.0,4500.0,4500.0
14842,4453.94189453,4500.0,4500.0
14843,391.868988037,4500.0,4500.0
14844,3374.62304688,4500.0,1959.08203125
14845,2972.47290039,4500.0,689.603027344
14846,1102.69104004,4500.0,4500.0
14847,2258.72607422,4500.0,4500.0
14848,4500.0,4500.0,4500.0
14849,4500.0,4500.0,4500.0
14850,3140.44091797,4500.0,909.809020996
14851,2952.50097656,4500.0,1558.34899902
14852,3155.60400391,4500.0,924.971984863
14853,933.968017578,4500.0,4500.0
14854,1799.53295898,4500.0,1169.77001953
14855,4500.0,4500.0,3258.69799805
14856,1213.51696777,4500.0,4500.0
14857,3556.18701172,4500.0,1397.35998535
14858,3532.34204102,4500.0,1801.9329834
14859,3571.10009766,4500.0,1412.27294922
14860,2794.01098633,4500.0,577.794006348
14861,3574.09594727,4500.0,1415.26904297
14862,2204.52905273,4500.0,371.399993896
14863,1929.99194336,4500.0,4500.0
14864,856.439025879,4500.0,4500.0
14865,3693.23388672,4500.0,1477.01696777
14866,1966.72900391,4500.0,4500.0
14867,1963.41894531,4500.0,4500.0
14868,1961.32299805,4500.0,4500.0
14869,4500.0,4500.0,4500.0
14870,4500.0,4500.0,4500.0
14871,1102.19104004,4500.0,4500.0
14872,4500.0,4500.0,4500.0
14873,3845.44702148,4500.0,4500.0
14874,4500.0,4500.0,4500.0
14875,2709.4140625,4500.0,330.989990234
14876,2006.50305176,4500.0,606.79901123
14877,2221.08105469,4500.0,4500.0
14878,849.994018555,4500.0,4500.0
14879,2510.48901367,4500.0,569.354003906
14880,2596.09204102,4500.0,4500.0
14881,1175.50598145,4500.0,4500.0
14882,2462.24902344,4500.0,4500.0
14883,3851.15209961,4500.0,1692.32495117
14884,3109.65893555,4500.0,893.442016602
14885,4500.0,4500.0,4500.0
14886,2469.73803711,4500.0,673.193969727
14887,3100.94506836,4500.0,884.728027344
14888,3095.71704102,4500.0,879.5
14889,719.37902832,4500.0,4500.0
14890,819.818969727,4500.0,4500.0
14891,4500.0,4500.0,3275.85791016
14892,721.085998535,4500.0,4500.0
14893,723.703979492,4500.0,4500.0
14894,4500.0,4500.0,3414.04003906
14895,2005.80505371,4500.0,4500.0
14896,3678.62597656,4500.0,1519.7989502
14897,3741.32299805,4500.0,1582.49597168
14898,3675.85107422,4500.0,1517.02404785
14899,3632.80004883,4500.0,1473.97302246
14900,1991.04797363,4500.0,4500.0
14901,2337.86108398,4500.0,2318.98193359
14902,4500.0,4500.0,4063.53198242
14903,2525.14404297,4500.0,4500.0
14904,3324.42407227,4500.0,3211.48510742
14905,3357.54101562,4500.0,4500.0
14906,4500.0,4500.0,2734.43310547
14907,2868.09594727,4500.0,4500.0
14908,3479.92504883,4500.0,2008.93005371
14909,3485.50097656,4500.0,2003.35400391
14910,725.497009277,4500.0,4500.0
14911,3453.66308594,4500.0,1237.44604492
14912,4500.0,4500.0,4159.38720703
14913,4430.76708984,4119.54101562,4500.0
14914,3828.63891602,4500.0,1669.81201172
14915,4500.0,4500.0,4500.0
14916,3035.33105469,4500.0,752.460998535
14917,4500.0,4500.0,4500.0
14918,2429.52197266,4500.0,684.698974609
14919,3532.19897461,4500.0,1315.98205566
14920,1970.76599121,4500.0,4500.0
14921,1664.43701172,4500.0,1367.09204102
14922,1638.58105469,4500.0,1345.7800293
14923,1690.01501465,4500.0,1383.13598633
14924,1663.9699707,4500.0,1365.95495605
14925,1670.95202637,4500.0,1364.07299805
14926,1672.0949707,4500.0,1357.82995605
14927,1679.35498047,4500.0,1350.56994629
14928,1686.7220459,4500.0,1343.20300293
14929,1985.24194336,4500.0,4500.0
14930,1640.26196289,4500.0,1342.91699219
14931,1629.35595703,4500.0,1336.55505371
14932,2903.77099609,4500.0,461.204986572
14933,2318.23901367,4500.0,2089.92895508
14934,4500.0,4500.0,4500.0
14935,595.296020508,4500.0,4500.0
14936,2875.49609375,4500.0,4500.0
14937,3140.88989258,4500.0,1764.92102051
14938,1681.30395508,4500.0,1348.62097168
14939,3849.35595703,4500.0,1665.83105469
14940,2531.15405273,4500.0,4500.0
14941,3905.37109375,4500.0,1689.15405273
14942,4240.97119141,4500.0,2057.44604492
14943,3902.0390625,4500.0,1685.82202148
14944,1053.67700195,4500.0,4500.0
14945,1076.1550293,4500.0,4500.0
14946,3520.96289062,4500.0,1362.13598633
14947,4500.0,4500.0,4500.0
14948,596.963989258,4500.0,4500.0
14949,3682.49609375,4500.0,1523.66894531
14950,1408.5670166,4500.0,4500.0
14951,3896.59301758,4500.0,1737.76599121
14952,3330.96289062,4500.0,4500.0
14953,4500.0,4500.0,4500.0
14954,4500.0,4500.0,4500.0
14955,1788.07299805,1476.8470459,4500.0
14956,4500.0,4500.0,4500.0
14957,2591.98803711,4500.0,4500.0
14958,2215.62597656,4500.0,4500.0
14959,2242.93994141,4500.0,4500.0
14960,4500.0,4500.0,4500.0
14961,3591.92407227,4500.0,1888.93200684
14962,2183.71411133,4500.0,4500.0
14963,1265.65698242,4500.0,4500.0
14964,2213.51904297,4500.0,4500.0
14965,2136.55102539,4500.0,4500.0
14966,2139.13793945,4500.0,4500.0
14967,3365.83398438,4500.0,1167.53503418
14968,4500.0,4500.0,2628.78198242
14969,3155.98803711,4500.0,891.807006836
14970,3505.57202148,4500.0,1289.35498047
14971,2716.78491211,4500.0,336.433013916
14972,662.318969727,257.602996826,4500.0
14973,4500.0,4500.0,4500.0
14974,4500.0,4500.0,4500.0
14975,4500.0,4500.0,4500.0
14976,3812.63208008,4500.0,1653.80505371
14977,2573.36303711,4500.0,2034.69299316
14978,3081.625,4500.0,4500.0
14979,2524.76000977,4500.0,1986.08996582
14980,1067.39904785,4500.0,4500.0
14981,1095.8840332,4500.0,4500.0
14982,3466.75488281,4500.0,1307.92797852
14983,1905.71203613,4500.0,1264.88500977
14984,1906.17504883,4500.0,1262.59204102
14985,1906.67102051,4500.0,1265.84399414
14986,1916.4720459,4500.0,1275.64501953
14987,3349.47607422,4500.0,3111.67700195
14988,1876.39099121,4500.0,1123.86096191
14989,3878.73608398,4500.0,1662.51904297
14990,3796.9309082,4500.0,1580.71398926
14991,4314.23193359,4500.0,4500.0
14992,3868.83203125,4500.0,1652.61499023
14993,1261.94104004,4500.0,4500.0
14994,4500.0,4500.0,4500.0
14995,4500.0,4500.0,4500.0
14996,4500.0,4500.0,4500.0
14997,3150.94995117,4500.0,934.732971191
14998,1937.20300293,4500.0,4500.0
14999,2301.13110352,4500.0,4500.0
15000,1617.57397461,4500.0,4500.0
15001,1616.97802734,4500.0,4500.0
15002,1003.95501709,4500.0,4500.0
15003,4500.0,4500.0,4500.0
15004,889.257995605,4500.0,4500.0
15005,4500.0,4500.0,4500.0
15006,3150.25292969,4500.0,934.036010742
15007,3155.56591797,4500.0,939.348999023
15008,898.682983398,4500.0,4500.0
15009,887.409973145,4500.0,4500.0
15010,4097.84814453,4500.0,4500.0
15011,1538.25097656,4500.0,4500.0
15012,4096.3359375,4500.0,4500.0
15013,4500.0,4500.0,4500.0
15014,4076.11401367,4500.0,4500.0
15015,4500.0,4500.0,4500.0
15016,1176.76501465,4500.0,4500.0
15017,4500.0,4500.0,4500.0
15018,4198.15917969,4500.0,1981.9420166
15019,3316.04101562,4500.0,1099.82397461
15020,4193.89990234,4500.0,1977.6829834
15021,2972.65209961,4500.0,756.434997559
15022,555.015014648,4500.0,4500.0
15023,3535.78100586,4500.0,4500.0
15024,3550.1340332,4500.0,2040.99304199
15025,3571.60400391,4500.0,1355.38696289
15026,3074.60107422,4500.0,858.383972168
15027,1891.12097168,4500.0,4500.0
15028,4500.0,4500.0,3564.48999023
15029,948.536010742,4500.0,4500.0
15030,2866.11889648,4500.0,722.91998291
15031,3365.06689453,4500.0,1949.52600098
15032,797.734008789,660.026977539,4500.0
15033,1117.46105957,806.234985352,4500.0
15034,2883.76391602,4500.0,735.064025879
15035,3760.30297852,4500.0,1544.08605957
15036,1075.46594238,4500.0,4500.0
15037,3303.21289062,4500.0,4500.0
15038,4500.0,4500.0,4500.0
15039,4500.0,4500.0,4500.0
15040,3249.14794922,4500.0,1090.32104492
15041,3619.71508789,4500.0,1460.88793945
15042,2481.54296875,4500.0,4500.0
15043,2964.60693359,4500.0,805.780029297
15044,4500.0,4500.0,4500.0
15045,3025.18896484,4500.0,758.573974609
15046,4500.0,4500.0,4500.0
15047,680.765014648,4500.0,4500.0
15048,3482.51098633,4500.0,1266.29394531
15049,1250.89599609,4500.0,4500.0
15050,4500.0,4500.0,3001.64501953
15051,1813.8170166,4500.0,4500.0
15052,3562.89208984,4500.0,1346.67504883
15053,3445.65893555,4500.0,1962.34594727
15054,2790.88793945,2479.66210938,4500.0
15055,3539.48510742,4500.0,1323.26794434
15056,1678.70605469,4500.0,1491.30297852
15057,1212.75500488,4500.0,4500.0
15058,937.979003906,4500.0,4500.0
15059,2387.18505859,4500.0,723.807006836
15060,3948.45898438,4500.0,1732.24194336
15061,3946.5090332,4500.0,1730.29199219
15062,3482.54296875,4500.0,2067.00195312
15063,3438.14501953,4500.0,2022.60400391
15064,3465.05493164,4500.0,2049.51391602
15065,3471.63989258,4500.0,2056.09912109
15066,3382.25292969,4500.0,1966.71203613
15067,675.807006836,4500.0,4500.0
15068,1864.32397461,4500.0,4500.0
15069,884.70300293,4500.0,4500.0
15070,840.726989746,4500.0,4500.0
15071,4500.0,4500.0,4500.0
15072,4500.0,4500.0,3575.1340332
15073,2337.30810547,4500.0,4500.0
15074,3487.51293945,4500.0,4500.0
15075,3981.73706055,4500.0,1798.21203613
15076,3925.74609375,4500.0,1742.22094727
15077,3075.37890625,4500.0,648.215026855
15078,4500.0,4500.0,3425.83691406
15079,3740.68408203,4500.0,4500.0
15080,3693.32397461,4500.0,4500.0
15081,3739.61694336,4500.0,4500.0
15082,3601.06396484,4500.0,1384.8470459
15083,3859.77587891,4500.0,4500.0
15084,3694.38989258,4500.0,4500.0
15085,3152.04907227,4500.0,869.179016113
15086,158.195007324,4500.0,4500.0
15087,162.800003052,4500.0,4500.0
15088,182.789993286,4500.0,4500.0
15089,2708.98999023,4500.0,4500.0
15090,2731.4140625,4500.0,4500.0
15091,1118.45898438,4500.0,4500.0
15092,2733.91503906,4500.0,4500.0
15093,3417.58203125,4500.0,1201.36499023
15094,1663.53796387,4500.0,997.976013184
15095,4500.0,4500.0,4500.0
15096,3073.1640625,4500.0,855.557983398
15097,389.596008301,4500.0,4500.0
15098,1056.62597656,4500.0,4500.0
15099,2753.30004883,4500.0,4500.0
15100,3747.98388672,4500.0,1531.76696777
15101,3945.21191406,4500.0,1761.68701172
15102,4500.0,4500.0,4500.0
15103,3683.65307617,4500.0,4500.0
15104,3084.26708984,4500.0,853.635009766
15105,2925.42993164,4500.0,482.864013672
15106,3441.57592773,4500.0,1225.35900879
15107,3468.35888672,4500.0,1252.14196777
15108,3992.88110352,4500.0,4500.0
15109,4500.0,4500.0,4500.0
15110,283.729003906,4500.0,4500.0
15111,2659.80810547,4500.0,1908.79797363
15112,552.963989258,403.486999512,4500.0
15113,4500.0,4500.0,4500.0
15114,591.151000977,4500.0,4500.0
15115,2408.01611328,4500.0,691.179016113
15116,3242.93310547,4500.0,993.116027832
15117,1854.55297852,4500.0,4500.0
15118,3014.92700195,4500.0,798.710021973
15119,3632.33789062,4500.0,4500.0
15120,3539.56103516,4500.0,1346.03295898
15121,2624.25708008,4500.0,426.019012451
15122,980.348999023,4500.0,4500.0
15123,4500.0,4500.0,4500.0
15124,2477.14208984,4500.0,767.906982422
15125,3409.43896484,4500.0,4500.0
15126,3140.02294922,4500.0,923.806030273
15127,1744.4239502,4500.0,4500.0
15128,4149.04296875,4500.0,1932.8260498
15129,4500.0,4500.0,4500.0
15130,2239.73095703,1928.50500488,4500.0
15131,1002.71600342,4500.0,4500.0
15132,985.973022461,4500.0,4500.0
15133,4500.0,4500.0,4500.0
15134,1044.67199707,4500.0,4500.0
15135,1332.37097168,4500.0,4500.0
15136,3323.61401367,4500.0,1908.07299805
15137,4500.0,4500.0,4500.0
15138,2225.62988281,4500.0,4500.0
15139,4500.0,4500.0,4500.0
15140,4500.0,4500.0,4500.0
15141,4500.0,4500.0,4500.0
15142,3367.26489258,4500.0,1151.04797363
15143,4500.0,4500.0,4500.0
15144,4500.0,4500.0,4500.0
15145,4500.0,4500.0,2997.8269043
15146,2398.67797852,4500.0,4500.0
15147,2224.24389648,4500.0,4500.0
15148,4500.0,4500.0,3659.85400391
15149,3740.39794922,4500.0,1524.18103027
15150,3739.40698242,4500.0,1523.18994141
15151,2010.88195801,4500.0,972.270019531
15152,4125.71191406,4500.0,4500.0
15153,4500.0,4500.0,4500.0
15154,1069.86901855,4500.0,4500.0
15155,2310.91992188,4500.0,4500.0
15156,1076.36901855,4500.0,4500.0
15157,3972.09204102,4500.0,1755.875
15158,3253.6159668,4500.0,1037.39904785
15159,1682.70996094,4500.0,1039.32202148
15160,3254.8449707,4500.0,1038.62805176
15161,4500.0,4500.0,4500.0
15162,3407.10107422,4500.0,1234.53100586
15163,570.924987793,421.447998047,4500.0
15164,553.559997559,404.083007812,4500.0
15165,564.273010254,414.79598999,4500.0
15166,1407.09802246,4500.0,4500.0
15167,3511.84008789,4500.0,4500.0
15168,2309.95092773,4500.0,4500.0
15169,3821.73510742,4500.0,1605.51794434
15170,3436.0769043,4500.0,2057.24609375
15171,3917.90795898,4500.0,1701.69104004
15172,3905.90087891,4500.0,1689.68395996
15173,4500.0,4500.0,4500.0
15174,3444.94995117,4500.0,1286.12304688
15175,4500.0,4500.0,4500.0
15176,3434.71289062,4500.0,1275.88598633
15177,3430.06811523,4500.0,1271.2409668
15178,4036.77807617,4500.0,1820.56103516
15179,2039.8079834,4500.0,4500.0
15180,2308.80297852,4500.0,4500.0
15181,2647.89599609,4500.0,4500.0
15182,2050.26904297,4500.0,4500.0
15183,2872.42993164,4500.0,4500.0
15184,4500.0,4500.0,4500.0
15185,4027.44311523,4500.0,1811.22595215
15186,3060.36889648,4500.0,1534.84301758
15187,1203.31799316,4500.0,4500.0
15188,861.711975098,4500.0,4500.0
15189,4211.58007812,4500.0,4500.0
15190,2953.42895508,4500.0,669.812988281
15191,3037.19091797,4500.0,626.40802002
15192,4500.0,4500.0,4500.0
15193,90.1029968262,4500.0,4500.0
15194,1878.58300781,4500.0,1439.90600586
15195,4500.0,4500.0,4500.0
15196,2402.56103516,4500.0,685.723999023
15197,3686.41088867,4500.0,1470.19396973
15198,2612.69506836,4500.0,4500.0
15199,2753.84008789,4500.0,538.796020508
15200,2215.28710938,4500.0,4500.0
15201,1163.72094727,4500.0,4500.0
15202,1315.4720459,4500.0,4500.0
15203,3674.2980957,4500.0,1458.08105469
15204,1616.0949707,4500.0,4500.0
15205,4146.8359375,4500.0,4500.0
15206,2302.85888672,4500.0,4500.0
15207,1046.32702637,735.101013184,4500.0
15208,3855.44702148,4500.0,1696.61999512
15209,3741.73901367,4500.0,1582.9119873
15210,3578.27587891,4500.0,1419.44897461
15211,1047.49597168,736.270019531,4500.0
15212,1927.64501953,4500.0,4500.0
15213,1795.89294434,4500.0,4500.0
15214,1546.81896973,4500.0,4500.0
15215,2130.64990234,4500.0,4500.0
15216,2455.16601562,4500.0,212.348999023
15217,927.668029785,4500.0,4500.0
15218,2082.43310547,4500.0,4500.0
15219,3774.23095703,4500.0,1558.01403809
15220,2568.9519043,4500.0,458.220001221
15221,3779.33789062,4500.0,1620.51098633
15222,2426.13891602,4500.0,183.322006226
15223,2411.31103516,4500.0,168.494003296
15224,2082.90405273,4500.0,4500.0
15225,4500.0,4500.0,4500.0
15226,2129.57910156,4500.0,802.854003906
15227,3252.74902344,4500.0,1036.53198242
15228,3712.02905273,4500.0,1553.20202637
15229,3669.62402344,4500.0,1510.79699707
15230,4500.0,4500.0,4500.0
15231,1841.59094238,4500.0,740.375
15232,2305.05004883,4500.0,4500.0
15233,580.666992188,4500.0,4500.0
15234,2276.93896484,4500.0,4500.0
15235,3914.6550293,4500.0,1731.13000488
15236,1373.72302246,4500.0,4500.0
15237,394.04901123,4500.0,4500.0
15238,357.869995117,4500.0,4500.0
15239,403.446014404,4500.0,4500.0
15240,4500.0,4500.0,4500.0
15241,352.589996338,4500.0,4500.0
15242,1334.58605957,4500.0,4500.0
15243,3951.16992188,4500.0,1767.64501953
15244,1702.8840332,4500.0,1472.55102539
15245,504.148986816,354.553985596,4500.0
15246,2162.65600586,4500.0,4500.0
15247,515.04901123,365.45401001,4500.0
15248,657.421020508,4500.0,4500.0
15249,3905.84301758,4500.0,1689.62597656
15250,2851.24707031,4500.0,455.445007324
15251,2904.06689453,4500.0,1850.88000488
15252,3647.58007812,4500.0,1488.75305176
15253,1619.36804199,4500.0,4500.0
15254,4500.0,4500.0,4500.0
15255,334.539001465,4500.0,4500.0
15256,4500.0,4500.0,4500.0
15257,961.206970215,4500.0,4500.0
15258,3198.7800293,4500.0,4500.0
15259,3220.8840332,4500.0,4500.0
15260,3216.94995117,4500.0,4500.0
15261,1949.35205078,4500.0,4500.0
15262,4500.0,4500.0,4500.0
15263,3342.90795898,4500.0,1927.36694336
15264,4500.0,4500.0,4500.0
15265,3257.93188477,4500.0,1041.71496582
15266,4500.0,4500.0,4500.0
15267,2103.11303711,4500.0,4500.0
15268,4279.91210938,4500.0,2063.69506836
15269,4500.0,4500.0,4500.0
15270,2129.7409668,4500.0,4500.0
15271,4500.0,4500.0,4500.0
15272,865.241027832,4500.0,4500.0
15273,1513.2989502,4500.0,4500.0
15274,3282.02294922,4500.0,4500.0
15275,3975.58691406,4500.0,1759.36999512
15276,2724.80004883,4500.0,4500.0
15277,2675.00390625,4500.0,595.156982422
15278,2576.79199219,4500.0,4500.0
15279,982.723999023,921.987976074,4500.0
15280,2627.07788086,4500.0,4500.0
15281,3410.36303711,4500.0,1194.14599609
15282,1216.10998535,4500.0,4500.0
15283,1005.91101074,985.929992676,4500.0
15284,495.233001709,4500.0,4500.0
15285,1746.69104004,4500.0,1199.97802734
15286,1040.64697266,4500.0,4500.0
15287,705.372009277,503.466003418,4500.0
15288,2155.40698242,4500.0,4500.0
15289,4052.77587891,4500.0,1836.55895996
15290,2367.54589844,4500.0,4500.0
15291,4500.0,4500.0,4500.0
15292,836.890991211,4500.0,4500.0
15293,2581.49902344,4500.0,224.167007446
15294,4500.0,4500.0,4500.0
15295,1127.83203125,816.606018066,4500.0
15296,2137.15795898,4500.0,4500.0
15297,2577.04394531,4500.0,229.628005981
15298,845.914001465,4500.0,4500.0
15299,2163.9699707,4500.0,806.814025879
15300,3217.66796875,4500.0,1802.12695312
15301,1301.0279541,4500.0,4500.0
15302,2556.25805664,4500.0,2029.46704102
15303,1058.77905273,4500.0,4500.0
15304,4500.0,4500.0,3457.11694336
15305,4500.0,4500.0,4500.0
15306,3910.06689453,4500.0,1726.54199219
15307,4500.0,4500.0,4500.0
15308,4500.0,4500.0,4500.0
15309,3455.93896484,4500.0,1297.11206055
15310,3398.17407227,4500.0,4500.0
15311,2962.98706055,4500.0,595.390014648
15312,2706.80395508,4500.0,4500.0
15313,4117.21923828,4500.0,4500.0
15314,3039.85791016,4500.0,747.153015137
15315,3073.05493164,4500.0,842.422973633
15316,2640.72094727,4500.0,4500.0
15317,3049.0859375,4500.0,745.619995117
15318,3462.8659668,4500.0,1246.64904785
15319,4500.0,4500.0,4500.0
15320,3038.9309082,4500.0,746.226013184
15321,3054.63598633,4500.0,773.327026367
15322,2407.18310547,4500.0,691.015014648
15323,4500.0,4500.0,4500.0
15324,3328.71606445,4500.0,1112.49902344
15325,4500.0,4500.0,4500.0
15326,2826.44189453,4500.0,1860.39904785
15327,3649.37597656,4500.0,1490.5489502
15328,3098.78198242,4500.0,882.565002441
15329,2946.42602539,4500.0,1420.90002441
15330,434.605010986,4500.0,4500.0
15331,648.846008301,4500.0,4500.0
15332,4500.0,4500.0,4500.0
15333,2168.23291016,4500.0,770.71697998
15334,652.812011719,4500.0,4500.0
15335,3767.99609375,4500.0,1551.77905273
15336,4500.0,4500.0,4500.0
15337,1750.25305176,4500.0,1252.90197754
15338,1793.95703125,4500.0,1206.29504395
15339,1777.97497559,4500.0,1225.34997559
15340,1802.85803223,4500.0,1241.22302246
15341,1798.49694824,4500.0,1201.75500488
15342,1771.55297852,4500.0,1226.85302734
15343,1759.61401367,4500.0,1238.79199219
15344,3800.55004883,4500.0,1617.02502441
15345,1768.47595215,4500.0,1215.85095215
15346,2514.8059082,4500.0,4500.0
15347,1189.99401855,4500.0,4500.0
15348,1150.65905762,4500.0,4500.0
15349,3084.90795898,4500.0,802.038024902
15350,1727.25695801,4500.0,4500.0
15351,1324.57104492,4500.0,4500.0
15352,4457.43701172,4500.0,4500.0
15353,604.03302002,454.555999756,4500.0
15354,1393.47094727,4500.0,4500.0
15355,3308.21508789,4500.0,1893.26000977
15356,1586.07397461,4500.0,4500.0
15357,3778.14892578,4500.0,1619.32202148
15358,1966.41699219,4500.0,4500.0
15359,1198.83703613,4500.0,4500.0
15360,3194.10009766,4500.0,911.229980469
15361,3193.53393555,4500.0,910.664001465
15362,2583.32104492,4500.0,4500.0
15363,976.447021484,934.127990723,4500.0
15364,2756.99707031,4500.0,314.430999756
15365,3479.74707031,4500.0,1263.5300293
15366,1541.86999512,4500.0,4500.0
15367,4500.0,4500.0,3266.10693359
15368,4024.20800781,4500.0,4500.0
15369,681.422973633,305.300994873,4500.0
15370,3774.51098633,4500.0,1558.29394531
15371,3537.18701172,4500.0,4500.0
15372,3541.26489258,4500.0,4500.0
15373,1059.0880127,4500.0,4500.0
15374,1302.67700195,4500.0,4500.0
15375,3349.27392578,4500.0,1133.05700684
15376,2725.47192383,4500.0,1935.01794434
15377,3302.98388672,4500.0,1086.76696777
15378,1554.46398926,4500.0,1369.26098633
15379,3334.34912109,4500.0,1118.13195801
15380,1128.36206055,4500.0,4500.0
15381,2709.37402344,4500.0,1951.1159668
15382,2691.8190918,4500.0,1940.92797852
15383,1936.91699219,4500.0,4500.0
15384,3289.4519043,4500.0,1073.23498535
15385,3289.37207031,4500.0,1073.1550293
15386,2854.87402344,4500.0,4500.0
15387,907.775024414,4500.0,4500.0
15388,1321.46105957,4500.0,4500.0
15389,4500.0,4500.0,3277.26904297
15390,1795.93505859,4500.0,4500.0
15391,4500.0,4500.0,3287.04296875
15392,2087.12792969,4500.0,4500.0
15393,4500.0,4500.0,4500.0
15394,3781.8840332,4500.0,1623.05700684
15395,3508.8269043,4500.0,1350.0
15396,4500.0,4500.0,4500.0
15397,4500.0,4500.0,4500.0
15398,3743.33496094,4500.0,1584.50805664
15399,2531.99389648,4500.0,4500.0
15400,4500.0,4500.0,4500.0
15401,2529.84301758,4500.0,4500.0
