tmnode_id_cong,embarcadero_cong,pacheights_cong,stanford_cong
169,3821.01806641,4500.0,1483.55200195
170,3827.55908203,4500.0,1477.01098633
171,3830.11303711,4500.0,1474.45703125
172,4500.0,4500.0,4500.0
173,3796.07397461,4500.0,1439.7409668
174,3792.00610352,4500.0,1435.67297363
175,3784.00708008,4500.0,1427.6739502
176,4500.0,4500.0,2926.86694336
177,2059.98608398,4500.0,4500.0
178,3420.02392578,4500.0,1177.06799316
179,1580.67004395,4500.0,1432.74804688
180,1590.08105469,4500.0,1422.88098145
181,1562.95202637,4500.0,1443.83605957
182,1579.38598633,4500.0,1434.03198242
183,1591.53295898,4500.0,1403.65197754
184,1599.19995117,4500.0,1396.95495605
185,815.601013184,4500.0,4500.0
186,3063.32592773,4500.0,820.369995117
187,1568.2590332,4500.0,1445.15905762
188,2969.12402344,4500.0,1686.09301758
189,4063.05908203,4500.0,4500.0
190,657.369995117,4500.0,4500.0
191,3444.25390625,4500.0,2785.32910156
192,1061.77697754,4500.0,4500.0
193,2216.16992188,4500.0,359.87298584
194,1841.39794922,4500.0,1302.13098145
195,3340.26708984,4500.0,1030.05505371
196,1856.08703613,4500.0,1287.4420166
197,2219.65893555,4500.0,390.928985596
198,2229.06005859,4500.0,400.329986572
199,4500.0,4500.0,4500.0
200,3738.41992188,4500.0,1350.53295898
201,3327.09790039,4500.0,1019.38702393
202,2325.11499023,4500.0,4500.0
203,2675.75195312,4500.0,537.640014648
204,4500.0,4500.0,4500.0
205,3775.33398438,4500.0,1532.37805176
206,775.817993164,4500.0,4500.0
207,209.848007202,4500.0,4500.0
208,3336.09008789,4500.0,2006.63903809
209,3332.52294922,4500.0,1975.73498535
210,699.767028809,4500.0,4500.0
211,3346.69995117,4500.0,1989.9119873
212,1890.13903809,4500.0,1231.93798828
213,3893.15795898,4500.0,1650.20202637
214,1181.76501465,4500.0,4500.0
215,4500.0,4500.0,4500.0
216,2531.96411133,2391.54907227,4500.0
217,327.417999268,4500.0,4500.0
218,1137.95397949,4500.0,4500.0
219,3720.37011719,4500.0,1332.48303223
220,840.927978516,4500.0,4500.0
221,1838.06005859,4500.0,1263.02404785
222,4500.0,4500.0,3194.26196289
223,3288.90600586,4500.0,1045.94995117
224,1791.76794434,4500.0,1357.95202637
225,1786.51000977,4500.0,1352.69396973
226,1782.41796875,4500.0,1362.29602051
227,1793.74499512,4500.0,1359.92895508
228,4500.0,4500.0,4500.0
229,2466.90307617,4500.0,1988.27404785
230,2470.51611328,4500.0,1984.66101074
231,2978.22900391,4500.0,1958.02905273
232,2979.64599609,4500.0,1959.44604492
233,3379.94189453,4500.0,1136.98596191
234,3384.84204102,4500.0,1141.88598633
235,2935.9909668,4500.0,1864.94995117
236,2941.65087891,4500.0,1870.60998535
237,3722.83105469,4500.0,1479.875
238,4425.12890625,4500.0,2182.1730957
239,2999.83911133,4500.0,1979.63903809
240,3966.94189453,4500.0,1723.98596191
241,2915.0559082,4500.0,1844.01501465
242,2920.62402344,4500.0,1849.58300781
243,4500.0,4500.0,3662.68896484
244,625.258972168,4500.0,4500.0
245,2774.82592773,4500.0,1705.13500977
246,3504.70507812,4500.0,1116.81799316
247,3448.10693359,4500.0,1060.2199707
248,3272.28491211,4500.0,3144.3059082
249,2276.46606445,2136.05102539,4500.0
250,4239.60693359,4500.0,4500.0
251,2270.88793945,2130.47290039,4500.0
252,2287.0390625,4500.0,4500.0
253,4219.28808594,4500.0,4500.0
254,1379.09301758,4500.0,4500.0
255,3146.74902344,4500.0,754.276000977
256,3571.85107422,4500.0,1880.11999512
257,1370.98303223,4500.0,4500.0
258,4500.0,4500.0,4500.0
259,4500.0,4500.0,4500.0
260,4500.0,4500.0,4500.0
261,870.994018555,4500.0,4500.0
262,640.562011719,4500.0,4500.0
263,3000.08007812,4500.0,672.901977539
264,1432.48303223,1292.06799316,4500.0
265,4037.58496094,4500.0,4500.0
266,3562.40698242,4500.0,1319.4510498
267,4500.0,4500.0,4500.0
268,884.815979004,4500.0,4500.0
269,514.101013184,373.686004639,4500.0
270,3428.06591797,4500.0,1865.66601562
271,730.161987305,479.890991211,4500.0
272,3779.50292969,3639.08789062,4500.0
273,4500.0,4500.0,4500.0
274,2135.83911133,1995.4239502,4500.0
275,3930.49194336,4500.0,1687.53601074
276,4500.0,4500.0,4500.0
277,2547.09301758,2406.67797852,4500.0
278,4035.85791016,4500.0,1792.90197754
279,4500.0,4500.0,4500.0
280,2138.32006836,4500.0,4500.0
281,3688.14794922,3547.73291016,4500.0
282,3570.64892578,3430.23388672,4500.0
283,3682.69995117,3542.28491211,4500.0
284,3315.76391602,4500.0,2215.24389648
285,1769.31396484,4500.0,4500.0
286,3976.29711914,4500.0,1733.34094238
287,2817.66088867,4500.0,1881.7220459
288,2428.5390625,2288.12402344,4500.0
289,1936.14099121,4500.0,1658.29394531
290,1911.20300293,1770.78796387,4500.0
291,3926.41601562,4500.0,1683.45996094
292,3806.99389648,4500.0,1483.30505371
293,2178.95996094,2038.54504395,4500.0
294,3411.72900391,4500.0,1740.50598145
295,3486.29907227,4500.0,1243.34301758
296,3438.96801758,4500.0,4500.0
297,3767.33911133,4500.0,4500.0
298,811.705993652,4500.0,4500.0
299,861.478027344,4500.0,4500.0
300,2269.98510742,4500.0,4500.0
301,4016.5690918,4500.0,1773.61303711
302,3727.87207031,4500.0,1484.91601562
303,2513.28393555,4500.0,2030.78796387
304,2347.00097656,4500.0,851.596984863
305,3798.07397461,4500.0,1462.48498535
306,2948.59399414,4500.0,4500.0
307,3258.75805664,4500.0,2107.80297852
308,2140.64990234,4500.0,4500.0
309,4500.0,4500.0,4500.0
310,3443.94311523,4500.0,1200.98706055
311,92.2689971924,4500.0,4500.0
312,4211.92578125,4500.0,4500.0
313,4211.01611328,4500.0,4500.0
314,526.572998047,4500.0,4500.0
315,4190.75390625,4500.0,1947.79797363
316,4500.0,4500.0,4500.0
317,3108.37011719,4500.0,659.992980957
318,3110.29101562,4500.0,661.914001465
319,4500.0,4500.0,4500.0
320,4500.0,4500.0,4500.0
321,4500.0,4500.0,4500.0
322,4500.0,4500.0,4500.0
323,4500.0,4500.0,4500.0
324,3566.87207031,4500.0,1322.51098633
325,3216.64306641,4500.0,768.265991211
326,3213.01708984,4500.0,764.640014648
327,830.005004883,4500.0,4500.0
328,4500.0,4500.0,4500.0
329,3098.50390625,4500.0,650.12701416
330,3227.24707031,4500.0,778.869995117
331,3226.3059082,4500.0,777.929016113
332,3247.47509766,4500.0,799.098022461
333,3230.34790039,4500.0,781.971008301
334,3226.36010742,4500.0,777.982971191
335,3227.54296875,4500.0,779.166015625
336,3227.58203125,4500.0,779.20501709
337,3226.57592773,4500.0,778.198974609
338,873.562011719,4500.0,4500.0
339,4500.0,4500.0,4500.0
340,2512.71191406,4500.0,551.609008789
341,3961.61499023,4500.0,1718.65905762
342,3547.73608398,4500.0,4500.0
343,2258.95605469,4500.0,786.851989746
344,4500.0,4500.0,4500.0
345,1004.18701172,4500.0,4500.0
346,911.901000977,4500.0,4500.0
347,4020.06103516,4500.0,1632.1739502
348,4009.76708984,4500.0,1672.34997559
349,1370.54296875,4500.0,4500.0
350,1058.37695312,4500.0,4500.0
351,1054.32397461,4500.0,4500.0
352,876.554016113,4500.0,4500.0
353,1074.79199219,4500.0,4500.0
354,3204.41601562,4500.0,961.460021973
355,3676.91210938,4500.0,1289.02502441
356,4500.0,4500.0,4500.0
357,4013.94506836,4500.0,1770.98901367
358,2128.79907227,1988.3840332,4500.0
359,3398.10205078,4500.0,2115.07104492
360,877.732971191,4500.0,4500.0
361,3389.94189453,4500.0,1999.75
362,3391.86889648,4500.0,2108.83789062
363,3364.38891602,4500.0,2081.35791016
364,3405.18188477,4500.0,2122.15087891
365,3519.06811523,4500.0,1276.11206055
366,885.320007324,4500.0,4500.0
367,2295.01000977,4500.0,4500.0
368,3355.9230957,4500.0,1958.11694336
369,3756.47094727,4500.0,1410.89196777
370,4500.0,4500.0,4500.0
371,4500.0,4500.0,4500.0
372,4500.0,4500.0,4500.0
373,4500.0,4500.0,4500.0
374,3135.91210938,4500.0,1518.49194336
375,2795.10595703,4500.0,346.729003906
376,3802.16088867,4500.0,1559.20495605
377,3790.76098633,4500.0,1547.80505371
378,3814.96411133,4500.0,1569.76794434
379,3486.93798828,4500.0,1243.98205566
380,1683.18505859,1542.77001953,4500.0
381,2368.03588867,4500.0,4500.0
382,2363.44311523,4500.0,4500.0
383,1430.96899414,4500.0,4500.0
384,4500.0,4500.0,4500.0
385,3552.02197266,4500.0,1309.06604004
386,3530.59912109,4500.0,4500.0
387,1782.71496582,4500.0,4500.0
388,1821.84899902,4500.0,4500.0
389,3915.41894531,4500.0,1672.4630127
390,4500.0,4500.0,4500.0
391,3899.82592773,4500.0,1656.86999512
392,4500.0,4500.0,3247.75097656
393,3251.6340332,4500.0,1634.21398926
394,3730.26000977,4500.0,1487.30395508
395,730.015014648,4500.0,4500.0
396,2010.1550293,4500.0,4500.0
397,2022.78295898,4500.0,4500.0
398,2010.20202637,4500.0,4500.0
399,4500.0,4500.0,4500.0
400,3613.40209961,4500.0,1370.44604492
401,883.848999023,4500.0,4500.0
402,3467.74194336,4500.0,1224.78601074
403,3895.91308594,4500.0,1652.95703125
404,3935.19702148,4500.0,1692.2409668
405,4500.0,4500.0,4500.0
406,1547.13598633,4500.0,4500.0
407,3747.45703125,3607.04199219,4500.0
408,3707.19995117,4500.0,4500.0
409,4500.0,4500.0,2541.08911133
410,3025.65405273,4500.0,782.697998047
411,4500.0,4500.0,4500.0
412,577.273010254,4500.0,4500.0
413,2866.14306641,2725.72802734,4500.0
414,4387.56005859,4500.0,4500.0
415,3796.03491211,4500.0,1553.07897949
416,3371.87890625,4500.0,1822.38195801
417,3230.86401367,4500.0,2148.18701172
418,3899.81811523,4500.0,1656.86206055
419,4332.24023438,4500.0,2089.28393555
420,3250.43994141,4500.0,1967.40905762
421,4500.0,4500.0,4500.0
422,4089.16699219,4500.0,1846.21105957
423,476.596008301,4500.0,4500.0
424,473.023986816,4500.0,4500.0
425,460.596008301,4500.0,4500.0
426,165.324005127,4500.0,4500.0
427,158.100006104,4500.0,4500.0
428,190.180999756,4500.0,4500.0
429,4106.09619141,4500.0,1863.14001465
430,3814.50610352,4500.0,1458.17297363
431,2236.5090332,4500.0,791.008972168
432,2178.07910156,4500.0,864.369018555
433,969.646972656,4500.0,4500.0
434,973.166992188,4500.0,4500.0
435,1001.43597412,4500.0,4500.0
436,1009.25897217,4500.0,4500.0
437,1019.38702393,4500.0,4500.0
438,1023.59002686,4500.0,4500.0
439,128.985992432,4500.0,4500.0
440,3009.20288086,4500.0,766.247009277
441,4500.0,4500.0,4500.0
442,4500.0,4500.0,4500.0
443,1582.45605469,4500.0,4500.0
444,1734.56005859,4500.0,4500.0
445,1208.71594238,4500.0,4500.0
446,1221.90698242,4500.0,4500.0
447,1755.15002441,4500.0,4500.0
448,1760.41296387,4500.0,4500.0
449,839.138000488,4500.0,4500.0
450,3894.70410156,4500.0,1651.74804688
451,3471.98608398,4500.0,1084.09899902
452,777.414001465,4500.0,4500.0
453,1752.63598633,4500.0,4500.0
454,3801.83300781,4500.0,1573.53405762
455,3460.34008789,4500.0,1217.3840332
456,3403.09912109,4500.0,1160.14294434
457,3343.04711914,4500.0,1100.09094238
458,395.446990967,4500.0,4500.0
459,3489.86010742,4500.0,1246.90405273
460,3347.83496094,3207.41992188,4500.0
461,2994.06591797,4500.0,688.822021484
462,3469.12304688,4500.0,2186.09204102
463,3586.74194336,4500.0,2150.62011719
464,2649.66601562,2509.25097656,4500.0
465,1726.18994141,1585.77502441,4500.0
466,3972.71508789,4500.0,1729.7590332
467,896.283996582,4500.0,4500.0
468,4500.0,4500.0,3798.45410156
469,2949.69702148,4500.0,615.614990234
470,3559.63696289,4500.0,2127.3449707
471,3556.33300781,4500.0,2124.04101562
472,3560.01098633,3419.59594727,4500.0
473,3561.76391602,3421.34912109,4500.0
474,3558.50390625,4500.0,2126.21191406
475,3515.98291016,4500.0,2187.01611328
476,2488.44995117,2348.03491211,4500.0
477,3757.00488281,4500.0,1369.11804199
478,3167.38305664,4500.0,719.005981445
479,3460.70605469,4500.0,1217.75
480,4293.95703125,4153.54199219,4500.0
481,3603.52392578,4500.0,1193.97900391
482,877.866027832,4500.0,4500.0
483,1781.09997559,4500.0,4500.0
484,3870.02807617,4500.0,1627.07202148
485,3602.22509766,4500.0,1192.68005371
486,3600.70092773,4500.0,1191.15600586
487,3414.02294922,4500.0,991.604980469
488,1892.21496582,4500.0,1223.05297852
489,960.00201416,4500.0,4500.0
490,3458.35498047,4500.0,1035.50195312
491,3661.81005859,4500.0,1418.85400391
492,214.925003052,4500.0,4500.0
493,2564.30004883,4500.0,4500.0
494,2563.02905273,4500.0,4500.0
495,3069.37011719,4500.0,1643.67504883
496,745.221008301,4500.0,4500.0
497,757.776000977,4500.0,4500.0
498,775.500976562,4500.0,4500.0
499,3437.32788086,4500.0,1194.37194824
500,725.375,4500.0,4500.0
501,3342.01098633,4500.0,2249.67797852
502,3379.0690918,4500.0,1929.54101562
503,3740.73706055,4500.0,1497.78100586
504,3778.0949707,4500.0,1535.13903809
505,2273.49902344,4500.0,311.710998535
506,1893.82104492,1753.40600586,4500.0
507,1928.54602051,4500.0,4500.0
508,4500.0,4500.0,4500.0
509,4500.0,4500.0,4500.0
510,3957.05102539,4500.0,1714.0949707
511,2517.90991211,4500.0,4500.0
512,3573.12207031,3516.2980957,4500.0
513,3224.60498047,4500.0,981.648986816
514,2219.35595703,4500.0,4500.0
515,2480.51489258,4500.0,4500.0
516,2995.56591797,4500.0,4500.0
517,4500.0,4500.0,4500.0
518,4500.0,4500.0,4500.0
519,890.426025391,4500.0,4500.0
520,3524.64599609,4500.0,1281.68994141
521,1382.75305176,1242.3380127,4500.0
522,1402.2199707,1261.80505371,4500.0
523,3663.61889648,4500.0,1420.66296387
524,2788.01489258,4500.0,4500.0
525,1178.83105469,1038.41601562,4500.0
526,3256.82910156,4500.0,2121.01098633
527,3260.57006836,4500.0,2105.9909668
528,1506.04797363,4500.0,1484.62097168
529,4500.0,4500.0,4500.0
530,1126.52600098,4500.0,4500.0
531,1115.19494629,4500.0,4500.0
532,4500.0,4500.0,4500.0
533,4500.0,4500.0,4500.0
534,4500.0,4500.0,4500.0
535,4500.0,4500.0,4500.0
536,37.7060012817,4500.0,4500.0
537,4500.0,4500.0,4500.0
538,1050.63000488,4500.0,4500.0
539,2059.59106445,4500.0,4500.0
540,4500.0,4500.0,4500.0
541,1406.61999512,4500.0,4500.0
542,4500.0,4500.0,4500.0
543,2805.78491211,4500.0,357.407989502
544,4500.0,4500.0,4500.0
545,1880.98803711,4500.0,709.143981934
546,3680.54711914,4500.0,1718.86499023
547,828.219970703,4500.0,4500.0
548,1723.39099121,4500.0,4500.0
549,1724.16101074,4500.0,4500.0
550,872.797973633,4500.0,4500.0
551,4134.16601562,4500.0,1891.20996094
552,4500.0,4500.0,4500.0
553,1140.87304688,4500.0,4500.0
554,1143.97998047,4500.0,4500.0
555,1115.9720459,4500.0,4500.0
556,2384.08203125,2243.66699219,4500.0
557,4202.9921875,4500.0,4500.0
558,2840.5090332,4500.0,4500.0
559,2845.2019043,4500.0,4500.0
560,604.07598877,4500.0,4500.0
561,2838.09790039,4500.0,4500.0
562,2549.98193359,2409.56689453,4500.0
563,4500.0,4500.0,2288.83496094
564,3205.40087891,4500.0,923.934997559
565,4500.0,4500.0,4500.0
566,2543.93188477,4500.0,1862.20300293
567,1461.75402832,4500.0,4500.0
568,3039.81298828,4500.0,4500.0
569,2941.26708984,4500.0,4500.0
570,3053.1340332,4500.0,4500.0
571,3603.39990234,4500.0,1360.44396973
572,2531.89892578,4500.0,1874.23596191
573,3790.55200195,4500.0,1547.59594727
574,4500.0,4500.0,2467.58911133
575,4500.0,4500.0,2467.54199219
576,3848.58691406,4500.0,1605.63098145
577,3854.29492188,4500.0,1611.33898926
578,265.812988281,4500.0,4500.0
579,1765.35400391,4500.0,770.07800293
580,3406.54492188,4500.0,1163.58898926
581,3710.55004883,4500.0,1752.35998535
582,4500.0,4500.0,4500.0
583,4500.0,4500.0,2891.03491211
584,4500.0,4500.0,4500.0
585,1672.23901367,4500.0,4500.0
586,1661.84094238,4500.0,1386.30505371
587,3467.37988281,4500.0,1224.4239502
588,3446.89501953,4500.0,1203.93896484
589,3475.40991211,4500.0,1232.45397949
590,3653.73803711,4500.0,1410.78198242
591,3308.15209961,4500.0,2025.12097168
592,2300.32788086,4500.0,900.059997559
593,2169.16210938,4500.0,4500.0
594,2441.81811523,4500.0,161.520004272
595,4009.69995117,4500.0,4500.0
596,2085.0,4500.0,967.835998535
597,985.375,4500.0,4500.0
598,985.192016602,4500.0,4500.0
599,984.711975098,4500.0,4500.0
600,997.892028809,4500.0,4500.0
601,1668.60900879,1528.19396973,4500.0
602,3064.88208008,4500.0,1447.46203613
603,991.888000488,4500.0,4500.0
604,978.661010742,4500.0,4500.0
605,1007.61102295,4500.0,4500.0
606,2690.38696289,4500.0,242.009994507
607,4500.0,4500.0,4500.0
608,3658.35302734,4500.0,1415.39697266
609,3967.4050293,4500.0,1724.44897461
610,271.851989746,4500.0,4500.0
611,4020.96191406,4500.0,1778.00598145
612,4049.75,4500.0,1806.79394531
613,4028.63208008,4500.0,1785.67602539
614,1014.60998535,4500.0,4500.0
615,4233.09082031,4500.0,1990.13500977
616,4080.90893555,4500.0,1837.95300293
617,2223.14208984,4500.0,833.903991699
618,3245.87792969,4500.0,1962.8470459
619,3016.54589844,4500.0,1399.12597656
620,4288.02685547,4500.0,2045.07104492
621,1549.95495605,4500.0,4500.0
622,2950.21411133,2809.79907227,4500.0
623,3148.30493164,4500.0,4500.0
624,3108.08691406,4500.0,4500.0
625,3237.93310547,4500.0,994.976989746
626,4477.14111328,4500.0,4500.0
627,3241.00488281,4500.0,998.04901123
628,4174.77490234,4500.0,1931.81896973
629,2620.12597656,4500.0,377.170013428
630,2060.41308594,4500.0,1469.75500488
631,2059.66699219,4500.0,1470.50097656
632,3877.10888672,4500.0,4500.0
633,2064.41894531,4500.0,1466.23498535
634,518.29901123,4500.0,4500.0
635,2461.44702148,2321.03198242,4500.0
636,512.562011719,4500.0,4500.0
637,516.242004395,4500.0,4500.0
638,3594.95288086,4500.0,1574.47998047
639,4380.03808594,4500.0,4500.0
640,536.406005859,4500.0,4500.0
641,519.447021484,4500.0,4500.0
642,551.195983887,4500.0,4500.0
643,874.333984375,4500.0,4500.0
644,1019.31402588,4500.0,4500.0
645,3182.63696289,4500.0,933.24798584
646,2186.47412109,4500.0,522.312988281
647,164.093994141,4500.0,4500.0
648,3912.36206055,4500.0,1669.40600586
649,2245.65209961,4500.0,581.491027832
650,3501.48095703,4500.0,1258.52502441
651,2350.11401367,2209.69897461,4500.0
652,4500.0,4500.0,4500.0
653,1010.37402344,4500.0,4500.0
654,2677.08789062,2536.6730957,4500.0
655,4500.0,4500.0,2988.13208008
656,3389.44311523,4500.0,4500.0
657,3416.58911133,4500.0,4500.0
658,2090.71606445,4500.0,4500.0
659,2092.34692383,4500.0,4500.0
660,3714.96289062,3574.5480957,4500.0
661,3324.68798828,4500.0,1081.73205566
662,3385.1940918,4500.0,965.252990723
663,3289.91088867,4500.0,905.228027344
664,3688.3840332,4500.0,1300.49694824
665,3384.25292969,4500.0,964.312011719
666,2942.45605469,4500.0,1325.03601074
667,4500.0,4500.0,4500.0
668,2491.93798828,4500.0,45.4440002441
669,4500.0,4500.0,4500.0
670,4500.0,4500.0,4500.0
671,1713.66699219,1573.25195312,4500.0
672,3776.44311523,4500.0,1533.48706055
673,4041.37402344,4500.0,1653.48706055
674,2475.01391602,2334.59912109,4500.0
675,3883.03393555,4500.0,1640.07800293
676,3018.20507812,4500.0,775.249023438
677,1623.7989502,4500.0,4500.0
678,3527.1809082,4500.0,1284.22497559
679,309.033996582,4500.0,4500.0
680,4199.34716797,4500.0,1956.39099121
681,380.165985107,4500.0,4500.0
682,773.945007324,4500.0,4500.0
683,3735.01196289,4500.0,1347.125
684,374.528015137,4500.0,4500.0
685,552.322021484,4500.0,4500.0
686,385.562988281,4500.0,4500.0
687,2527.23999023,4500.0,2008.79699707
688,4500.0,4500.0,4500.0
689,1726.54394531,4500.0,4500.0
690,3574.18505859,4500.0,1249.98400879
691,3256.15893555,4500.0,1973.12805176
692,4500.0,4500.0,4500.0
693,1439.61401367,4500.0,4500.0
694,4166.24609375,4500.0,4500.0
695,1299.35205078,1158.93701172,4500.0
696,3754.75610352,4500.0,1511.80004883
697,3085.22192383,4500.0,842.265991211
698,3152.1550293,4500.0,4500.0
699,4010.64208984,4500.0,1647.73303223
700,4500.0,4500.0,4500.0
701,1230.02697754,4500.0,4500.0
702,356.386993408,4500.0,4500.0
703,3078.91503906,4500.0,4500.0
704,3595.07299805,4500.0,1352.11694336
705,3595.35693359,4500.0,1352.40100098
706,3597.96801758,4500.0,1355.01196289
707,2645.24511719,2504.83007812,4500.0
708,3580.67993164,4500.0,1337.72399902
